"","mean.PVOUT_01","mean.PVOUT_02","mean.PVOUT_03","mean.PVOUT_04","mean.PVOUT_05","mean.PVOUT_06","mean.PVOUT_07","mean.PVOUT_08","mean.PVOUT_09","mean.PVOUT_10","mean.PVOUT_11","mean.PVOUT_12"
"9077",3.52196268717448,3.18706199645996,3.3364554087321,2.97268280029297,2.87223742167155,2.59733001708984,2.6771878306071,2.68053489685059,3.01528681437175,3.31290295918783,3.4440028889974,3.52748779296875
"9078",3.51347732543945,3.18598190307617,3.3330815633138,2.97356750488281,2.86571718851725,2.58573727925619,2.66267698923747,2.65613923390706,3.0006184387207,3.30687995910645,3.44421579996745,3.5225862121582
"9079",3.57529556274414,3.22833333333333,3.3645388285319,3.00856127421061,2.90097974141439,2.59747498830159,2.65066702524821,2.661318359375,2.97040095011393,3.32471984863281,3.46642962137858,3.58185249328613
"9080",3.59036727905273,3.23913195292155,3.37831787109375,3.01277783711751,2.90070500691732,2.60289925893148,2.6534565226237,2.65925487518311,2.97076461791992,3.31330828348796,3.46666666666667,3.58951596577962
"9081",3.59666666666667,3.24999008178711,3.38,3.0316859181722,2.90499397277832,2.60537748972575,2.63072282155355,2.64757320404053,2.97396555582682,3.30942232767741,3.46650896708171,3.5945325978597
"9082",3.60719385782878,3.24969121297201,3.37772112528483,3.05225662231445,2.92768816630046,2.63322353363037,2.59554473876953,2.64015454610189,2.96778948465983,3.3386493174235,3.46704851786296,3.58816973368327
"9083",3.61653251647949,3.2606276957194,3.38,3.06880020141602,2.92863568623861,2.62731707255046,2.58606656392415,2.63358125050863,2.96000368754069,3.34254453023275,3.4710521697998,3.58818428039551
"9084",3.62845222473145,3.27112943013509,3.38279594421387,3.07500834147135,2.92912729899089,2.6335976155599,2.58076428731283,2.65183687845866,2.97793251037598,3.36200340270996,3.48408139546712,3.59859311421712
"9085",3.62731460571289,3.26086903889974,3.37864252726237,3.05536631266276,2.90764709472656,2.6283424504598,2.55734606424967,2.62782157897949,2.95078404744466,3.34241856892904,3.47387092590332,3.58828809102376
"9086",3.63792246500651,3.2698228708903,3.37762161254883,3.05334531148275,2.89381978352865,2.61716379801432,2.55243721008301,2.62158070882161,2.92843037923177,3.32244361877441,3.48513735453288,3.59993108113607
"9087",3.65662391662598,3.28755200703939,3.39224502563477,3.06808212280273,2.9053130086263,2.62531243642171,2.56051063537598,2.63109657287598,2.91865234375,3.32235270182292,3.50345067342122,3.62385480244954
"9088",3.71454727172852,3.34300804138184,3.44028587341309,3.07895413716634,2.89189135233561,2.60870471954346,2.53629680633545,2.62686166127523,2.92582255045573,3.34223871866862,3.5467261505127,3.67735463460286
"9089",3.72028132120768,3.34590779622396,3.44625200907389,3.0839449818929,2.89797286987305,2.62325688680013,2.53999051411947,2.64609869639079,2.94369384765625,3.33747533162435,3.55093544006348,3.68803919474284
"9090",3.73403358459473,3.35712331136068,3.47091728210449,3.10522946675618,2.94065358479818,2.66725424448649,2.58384455362956,2.67256032307943,2.94486122131348,3.35742680867513,3.56527849833171,3.70310628255208
